vehicle_id,previous_stop_id,next_stop_id,origin_stop_id,destination_stop_id,last_updated,lat,lon,route
2307,,UNIHKRY:1,UNICTGRV:9,RNDBRNRD:2,2025-11-12T16:14:03-06:00,40.115733,-88.19475,ORANGE West
2042,6THGRG:2,PLAZA:2,RNDBRNRD:2,IT:1,2025-11-12T16:15:45-06:00,40.105283,-88.230233,BLUE East
2040,GRGDNR:3,PAR:2,LSE:8,PAR:2,2025-11-12T16:15:45-06:00,40.10415,-88.222017,SILVER South
2434,WRTHLY:2,WHITESTR:2,LSE:1,WALMART:2,2025-11-12T16:15:45-06:00,40.1121,-88.228867,RED Champaign
2311,ARYWRT:5,WRTHLY:2,ISWS:2,UNIWRT:2,2025-11-12T16:15:27-06:00,40.1083,-88.228833,LINK North
2021,WRTHLY:4,GRNGWN:7,IT:5,PAR:2,2025-11-12T16:15:33-06:00,40.111567,-88.228917,TEAL East
1607,VKINGS:2,MERCFEDEX:2,SWALMART:1,WALMART:2,2025-11-12T16:15:33-06:00,40.149767,-88.230033,YELLOW North
1939,GRNLCST:1,RNDLFSPFLD:1,PA6TH:1,CRTSWNSTN:3,2025-11-12T16:15:39-06:00,40.110233,-88.241833,GREEN EXPRESS West
1713,WDSRGLN:1,WDSRSTLW:1,IT:2,CATFS:2,2025-11-12T16:15:36-06:00,40.083733,-88.266033,NAVY West
1729,SPFLDJAS:3,SPFLDWLS:3,RNDBRNRD:2,WASHLRMN:7,2025-11-12T16:15:39-06:00,40.1128,-88.2674,GREENHOPPER EAST
1727,ISWS:2,HZLWDOAK:2,ISWS:2,UNIWRT:2,2025-11-12T16:15:45-06:00,40.087533,-88.240717,LINK North
2018,1STGRG:4,ARC:1,LNCLNKLRNY:1,PAR:2,2025-11-12T16:15:39-06:00,40.10305,-88.238633,ILLINI South
1610,,PSPCTINTER:1,WALMART:2,LSE:1,2025-11-12T16:15:36-06:00,40.148417,-88.255567,RED Urbana
1352,CBRTPK:1,1STLAKEPKS:2,SWALMART:1,WALMART:2,2025-11-12T16:15:36-06:00,40.047437,-88.253,YELLOW North
1715,FRLN:1,ADRSNMI:4,WSFLDLWNDL:4,MNBRDY:2,2025-11-12T16:15:45-06:00,40.1033,-88.200783,GREEN East
2432,GWNNV:2,GDWNMRL:2,DVNMYFR:3,LSE:8,2025-11-12T16:15:36-06:00,40.106817,-88.223817,GOLD East
1604,4THPA:1,4THGRG:2,LSE:1,IU:1,2025-11-12T16:15:39-06:00,40.10155,-88.233317,BRONZE West
1731,PLAZA:4,GDWNMRL:2,PAR:2,LSE:8,2025-11-12T16:15:45-06:00,40.110133,-88.228783,SILVER North
1346,6THARY:7,4THPDY:1,IT:1,RNDBRNRD:2,2025-11-12T16:15:45-06:00,40.106337,-88.230333,BLUE West
1196,RACEIL:2,RACEMN:2,IU:1,LSE:1,2025-11-12T16:15:42-06:00,40.11058,-88.20875,BRONZE East
1191,WDSRCHHL:3,WDSRJDN:3,DEPOT:1,KBYMYFR:2,2025-11-12T16:15:42-06:00,0.0,0.0,GREEN EXPRESS ALT WEST
2422,CHCHORCD:1,CHCHBUSY:1,UNICTGRV:1,IT:1,2025-11-12T16:16:42-06:00,40.11835,-88.215067,ORANGEHOPPER West
2429,1STSTDM:4,E14:1,WALMART:2,SWALMART:1,2025-11-12T16:16:42-06:00,40.098183,-88.2386,YELLOW South
1351,MYFRBDMR:2,MATSBDMR:1,DVNMYFR:3,LSE:8,2025-11-12T16:16:39-06:00,40.09044,-88.271833,GOLD East
2043,BLOMHD:1,BLOMWLS:1,IT:2,INTRSRCH:1,2025-11-12T16:16:39-06:00,40.132167,-88.257733,LAVENDER North
1348,CLRCHCH:4,UNIMCLGH:6,PKLN:1,UWALMART:2,2025-11-12T16:16:36-06:00,40.119383,-88.21575,GREY East
2202,,BRADCLTN:6,PKLN:1,PKLN:1,2025-11-12T16:16:42-06:00,40.131333,-88.28755,BROWN A
2365,LNCLNCHCH:7,GWNCLK:4,LNCLNKLRNY:1,PAR:2,2025-11-12T16:16:42-06:00,40.116517,-88.219517,ILLINI South
1716,MNLRMN:1,MNGLVR:1,UWALMART:2,PKLN:1,2025-11-12T16:16:36-06:00,40.113,-88.191433,GREY West
2022,GWNGRG:9,GRGLIB:2,PAR:2,LNCLNKLRNY:1,2025-11-12T16:16:42-06:00,40.104183,-88.224033,ILLINI North
2416,FOXSTE:1,FOXSURS:1,PKLN:1,PKLN:1,2025-11-12T16:16:36-06:00,40.0944,-88.2483,BROWN A
2415,WLMDNCN:1,WLMGLDVW:1,WSFLDLWNDL:4,RNDBRNRD:2,2025-11-12T16:16:33-06:00,40.106033,-88.2952,GREEN East
1350,WLNTUNI:2,CHCHNEIL:8,UWALMART:2,PKLN:1,2025-11-12T16:16:39-06:00,40.115837,-88.242833,GREY West
2262,1STGRG:2,1STDAN:6,PAR:2,LNCLNKLRNY:1,2025-11-12T16:16:36-06:00,40.103933,-88.2386,ILLINI North
1721,PLAHNYSKL:3,PLAMCNLY:3,INTRSRCH:1,IT:2,2025-11-12T16:16:42-06:00,40.131567,-88.267,LAVENDER South
1611,KRBYGLNSHR:1,PNCRSTSTLY:4,RNDBRNRD:2,RNDBRNRD:2,2025-11-12T16:16:39-06:00,40.096283,-88.314283,PINK B
2424,SPFLDWLS:1,SPFLDJAS:1,WASHLRMN:7,PKLN:1,2025-11-12T16:16:39-06:00,40.1127,-88.261033,GREENHOPPER West
2201,WHT1ST:1,WLNTLGN:1,PKLN:1,PKLN:1,2025-11-12T16:16:39-06:00,40.115517,-88.241133,BROWN B
2145,WRTSTOTN:4,IU:1,WALMART:2,LSE:1,2025-11-12T16:16:39-06:00,40.113367,-88.228983,RED Urbana
1938,CFDCAMP:4,CFDPAV:4,PKLN:1,WASHLRMN:7,2025-11-12T16:16:36-06:00,40.1234,-88.281383,GREENHOPPER East
1718,LSE:1,UNIVIN:2,IT:1,UNICTGRV:9,2025-11-12T16:16:33-06:00,40.11245,-88.206217,ORANGEHOPPER EAST
1836,PA6TH:1,6THGRG:2,PA6TH:1,STNCRKSTLWTR:1,2025-11-12T16:14:51-06:00,40.100667,-88.2258,GREEN East
2428,CHHLAPLWD:1,DNCNCSTRG:1,RNDBRNRD:1,RNDBRNRD:1,2025-11-12T16:16:45-06:00,40.08175,-88.291417,PINK A
2430,LSE:8,SPFLDPRC:2,LSE:8,DVNMYFR:3,2025-11-12T16:16:36-06:00,40.112267,-88.20895,GOLD West
2426,WASHKNCH:6,WASHSMITH:3,IT:1,MNBRDY:2,2025-11-12T16:16:45-06:00,40.1057,-88.180133,GREEN EAST
2105,ANTNWH:1,OAKKNYN:4,LNCLNKLRNY:2,PAR:2,2025-11-12T16:16:39-06:00,40.135333,-88.23075,ILLINI South
2104,IU:1,GWNMN:2,PAR:2,LNCLNKLRNY:2,2025-11-12T16:16:36-06:00,40.1106,-88.223867,ILLINI North
2148,PKRMN:3,UNIGWN:6,RNDBRNRD:2,150DOD:5,2025-11-12T16:16:39-06:00,40.1174,-88.224383,ORANGE East
2146,SPFLDHVY:1,GRNGWN:8,LSE:8,PAR:2,2025-11-12T16:16:39-06:00,40.11235,-88.223983,SILVER South
2020,ANTDOBB:2,PLAGH:3,DEPOT:1,PLAMCNLY:3,2025-11-12T16:16:42-06:00,40.139267,-88.276367,YELLOW ALT NORTH
2041,GHFRACE:4,,IT:5,ODSS:1,2025-11-12T16:16:42-06:00,40.090933,-88.210167,TEAL East
2436,E14:2,1STSTDM:2,E14:2,LSE:8,2025-11-12T16:16:42-06:00,40.097883,-88.2414,GOLDHOPPER East
2435,WRTSTOTN:4,PLAZA:3,IT:5,E14:2,2025-11-12T16:16:45-06:00,40.113083,-88.228983,YELLOWHOPPER South
2017,LAR:1,,LNCLNKLRNY:1,PAR:2,2025-11-12T16:16:39-06:00,40.10325,-88.219217,ILLINI South
2433,RACEMN:2,VINGRN:4,PKLN:1,WASHLRMN:7,2025-11-12T16:16:33-06:00,40.11195,-88.207483,GREENHOPPER East
2312,LGN1ST:3,WHITESTR:1,IT:5,ODSS:1,2025-11-12T16:16:45-06:00,40.114383,-88.236467,TEAL East
2419,WRTCHAL:4,4THGRG:7,UNIWRT:2,ISWS:2,2025-11-12T16:16:42-06:00,40.105433,-88.23225,LINK South
2439,VINGRN:2,GRNRACE:4,WASHLRMN:7,PKLN:1,2025-11-12T16:16:45-06:00,40.11165,-88.208,GREENHOPPER West
1724,IT:5,,,,2025-11-12T16:15:09-06:00,40.11535,-88.2415,Not available
1612,1STSTDM:2,GRGIKE:1,E14:2,IT:5,2025-11-12T16:16:36-06:00,40.103667,-88.2386,YELLOWHOPPER North
2423,GRGIKE:2,1STSTDM:4,PKNSEAST:1,E14:2,2025-11-12T16:16:39-06:00,40.104117,-88.2364,GOLD West
1730,,PAMD:2,PAR:2,LSE:8,2025-11-12T16:16:42-06:00,40.100567,-88.221033,SILVER North
2147,CCRWLLW:3,CNHMOKLN:4,E14:2,PKNSEAST:2,2025-11-12T16:16:42-06:00,40.127383,-88.2,GOLD East
2421,GRGDNR:3,PADNR:4,VETMED:1,VETMED:1,2025-11-12T16:16:42-06:00,40.10245,-88.221883,RAVEN N/A
2364,PAR:2,PSL:2,PAR:2,IT:5,2025-11-12T16:16:45-06:00,40.0994,-88.2226,TEAL West
2438,IU:2,GRN4TH:1,MNBRDY:2,WSFLDLWNDL:4,2025-11-12T16:16:36-06:00,40.11035,-88.229817,GREEN West
2431,1STSTDM:4,,IT:5,E14:2,2025-11-12T16:16:36-06:00,40.0984,-88.238617,YELLOWHOPPER South
1355,GRNMPL:1,LSE:1,WALMART:2,LSE:1,2025-11-12T16:16:42-06:00,40.110833,-88.204783,RED Urbana
1354,WMBGSMLN:4,DSC:1,PKLN:1,UWALMART:2,2025-11-12T16:16:24-06:00,40.13091,-88.27325,GREY East
1714,PDKELOTB:2,,CE:9,ASHTON:2,2025-11-12T16:16:36-06:00,40.097,-88.21905,BROWN ALT PM A
2260,1STDAN:1,1STGRG:4,LNCLNKLRNY:1,PAR:2,2025-11-12T16:16:45-06:00,40.1055,-88.2387,ILLINI South
1722,MNCHSNT:3,LGN1ST:3,WALMART:2,SWALMART:1,2025-11-12T16:16:42-06:00,40.116433,-88.241067,YELLOW South
1720,UNIRNDLF:2,IT:1,WSFLDLWNDL:4,MNBRDY:2,2025-11-12T16:16:39-06:00,40.116267,-88.244017,GREEN East
1728,,CRSNTRBM:1,RNDBRNRD:2,IT:1,2025-11-12T16:16:30-06:00,40.1111,-88.2793,BLUE East
2417,GRGIKE:1,ARYWRT:5,SWALMART:1,WALMART:2,2025-11-12T16:16:36-06:00,40.104133,-88.233733,YELLOW North
2306,WNCHBKTRN:4,WNCHSMC:4,PKLN:1,PKLN:1,2025-11-12T16:16:45-06:00,40.087183,-88.281617,BROWN B
1734,MHRYPHILO:4,PHILOWDSR:4,LSE:1,WALMART:2,2025-11-12T16:16:39-06:00,40.086867,-88.190617,RED Champaign
2305,GRN1ST:2,WHT1ST:2,CATFS:2,IT:2,2025-11-12T16:16:42-06:00,40.112533,-88.238667,NAVY East
2149,CRTSWNSTN:3,,,,2025-11-12T16:16:45-06:00,40.08895,-88.218917,Not available
2420,CHCHSTE:1,CHCHELM:1,UNICTGRV:9,RNDBRNRD:2,2025-11-12T16:16:36-06:00,40.118283,-88.248233,ORANGE West
2307,,UNIHKRY:1,UNICTGRV:9,RNDBRNRD:2,2025-11-12T16:14:03-06:00,40.115733,-88.19475,ORANGE West
2042,6THGRG:2,PLAZA:2,RNDBRNRD:2,IT:1,2025-11-12T16:16:45-06:00,40.105867,-88.228783,BLUE East
2040,PSL:1,,LSE:8,PAR:2,2025-11-12T16:16:45-06:00,40.100783,-88.221817,SILVER South
2434,WRTHLY:2,WHITESTR:2,LSE:1,WALMART:2,2025-11-12T16:16:45-06:00,40.112767,-88.228867,RED Champaign
2311,ARYWRT:5,WRTHLY:2,ISWS:2,UNIWRT:2,2025-11-12T16:16:33-06:00,40.1083,-88.228833,LINK North
2021,WRTHLY:4,GRNGWN:7,IT:5,PAR:2,2025-11-12T16:16:33-06:00,40.11035,-88.22885,TEAL East
1607,MERCFEDEX:2,MKTWLBR:4,SWALMART:1,WALMART:2,2025-11-12T16:16:33-06:00,40.149467,-88.23875,YELLOW North
1939,GRNLCST:1,RNDLFSPFLD:1,PA6TH:1,CRTSWNSTN:3,2025-11-12T16:16:39-06:00,40.110567,-88.243383,GREEN EXPRESS West
1713,WDSRBKSR:1,MATSWDSR:1,IT:2,CATFS:2,2025-11-12T16:16:36-06:00,40.083783,-88.274617,NAVY West
1729,SPFLDWLS:3,SPFLDNEW:3,RNDBRNRD:2,WASHLRMN:7,2025-11-12T16:16:36-06:00,40.112867,-88.276567,GREENHOPPER EAST
1727,HZLWDOAK:2,SMROAK:2,ISWS:2,UNIWRT:2,2025-11-12T16:16:45-06:00,40.093183,-88.240917,LINK North
2018,1STSTDM:4,4THPDY:5,LNCLNKLRNY:1,PAR:2,2025-11-12T16:16:39-06:00,40.10145,-88.237783,ILLINI South
1610,WALMART:2,NWTNNBL:3,WALMART:2,LSE:1,2025-11-12T16:16:33-06:00,40.149267,-88.257933,RED Urbana
1352,CHCHDNTN:6,1STLAKEPKN:2,SWALMART:1,WALMART:2,2025-11-12T16:16:45-06:00,40.056113,-88.23825,YELLOW North
1715,PAADRSN:4,CTGRVPA:3,WSFLDLWNDL:4,MNBRDY:2,2025-11-12T16:16:42-06:00,40.10075,-88.199417,GREEN East
2432,KRANNERT:2,SPFLDHVY:3,DVNMYFR:3,LSE:8,2025-11-12T16:16:33-06:00,40.109233,-88.223867,GOLD East
1604,4THPDY:5,5THARY:3,LSE:1,IU:1,2025-11-12T16:16:39-06:00,40.104183,-88.233367,BRONZE West
1731,PLAZA:4,GDWNMRL:2,PAR:2,LSE:8,2025-11-12T16:16:45-06:00,40.110217,-88.228783,SILVER North
1346,6THARY:7,4THPDY:1,IT:1,RNDBRNRD:2,2025-11-12T16:16:15-06:00,40.10431,-88.23025,BLUE West
1196,RACEIL:2,RACEMN:2,IU:1,LSE:1,2025-11-12T16:16:42-06:00,40.11058,-88.20875,BRONZE East
1191,WDSRCHHL:3,WDSRJDN:3,DEPOT:1,KBYMYFR:2,2025-11-12T16:16:36-06:00,0.0,0.0,GREEN EXPRESS ALT WEST
2422,CHCHBUSY:1,CAMPUSCIR:2,UNICTGRV:1,IT:1,2025-11-12T16:17:45-06:00,40.118267,-88.2191,ORANGEHOPPER West
2429,1STSTDM:4,E14:1,WALMART:2,SWALMART:1,2025-11-12T16:17:42-06:00,40.09775,-88.241483,YELLOW South
1351,MYFRBDMR:2,MATSBDMR:1,DVNMYFR:3,LSE:8,2025-11-12T16:17:45-06:00,40.093733,-88.272167,GOLD East
2043,BLOMHILND:1,BLOMMCNLY:7,IT:2,INTRSRCH:1,2025-11-12T16:17:42-06:00,40.13315,-88.260017,LAVENDER North
1348,CHCHORCD:3,UNIRACE:3,PKLN:1,UWALMART:2,2025-11-12T16:17:18-06:00,40.118243,-88.214417,GREY East
2202,PKLN:1,BRADCFD:3,PKLN:1,PKLN:1,2025-11-12T16:17:36-06:00,40.127767,-88.286933,BROWN A
2365,CAMPUSCIR:2,GWNMN:4,LNCLNKLRNY:1,PAR:2,2025-11-12T16:17:42-06:00,40.116417,-88.22385,ILLINI South
1716,MNCTGRV:1,MNGRV:1,UWALMART:2,PKLN:1,2025-11-12T16:17:36-06:00,40.112983,-88.19745,GREY West
2022,GRGMUM:2,4THGRG:7,PAR:2,LNCLNKLRNY:1,2025-11-12T16:17:42-06:00,40.104183,-88.228017,ILLINI North
2416,FOXSURS:1,DCC:2,PKLN:1,PKLN:1,2025-11-12T16:17:39-06:00,40.090033,-88.250417,BROWN A
2415,WLMGLDVW:1,JOHNDGWD:3,WSFLDLWNDL:4,RNDBRNRD:2,2025-11-12T16:17:33-06:00,40.106667,-88.302117,GREEN East
1350,MNFREMNT:1,CHCHSTE:1,UWALMART:2,PKLN:1,2025-11-12T16:17:45-06:00,40.11818,-88.243333,GREY West
2262,1STARY:5,3RDDAN:3,PAR:2,LNCLNKLRNY:1,2025-11-12T16:17:36-06:00,40.1063,-88.23865,ILLINI North
1721,PLAKIRK:3,BLOMMCNLY:2,INTRSRCH:1,IT:2,2025-11-12T16:17:45-06:00,40.131283,-88.26365,LAVENDER South
1611,STLYCPRRDG:4,WDSRFRMNGTN:3,RNDBRNRD:2,RNDBRNRD:2,2025-11-12T16:17:39-06:00,40.084633,-88.314133,PINK B
2424,SPFLDRYLCT:1,MATSRBR:4,WASHLRMN:7,PKLN:1,2025-11-12T16:17:39-06:00,40.112867,-88.272933,GREENHOPPER West
2201,IT:2,WLNTUNI:2,PKLN:1,PKLN:1,2025-11-12T16:17:36-06:00,40.115433,-88.242117,BROWN B
2145,WRTHLY:4,GRNGWN:7,WALMART:2,LSE:1,2025-11-12T16:17:45-06:00,40.111883,-88.228933,RED Urbana
1938,CFDRP:1,CFDSSI:1,PKLN:1,WASHLRMN:7,2025-11-12T16:17:36-06:00,40.1194,-88.281767,GREENHOPPER East
1718,VINWTR:2,UNIMPL:3,IT:1,UNICTGRV:9,2025-11-12T16:17:36-06:00,40.114833,-88.205,ORANGEHOPPER EAST
1836,PA6TH:1,6THGRG:2,PA6TH:1,STNCRKSTLWTR:1,2025-11-12T16:14:51-06:00,40.100667,-88.2258,GREEN East
2428,CHHLLKVW:1,WDSRVLGGRN:8,RNDBRNRD:1,RNDBRNRD:1,2025-11-12T16:17:45-06:00,40.0821,-88.295133,PINK A
2430,SPFLDBRCH:1,SPFLDBSY:1,LSE:8,DVNMYFR:3,2025-11-12T16:17:45-06:00,40.11235,-88.2112,GOLD West
2426,DDSNWASH:5,SCWDIL:3,IT:1,MNBRDY:2,2025-11-12T16:17:45-06:00,40.106683,-88.176183,GREEN EAST
2105,ANTNWH:1,OAKKNYN:4,LNCLNKLRNY:2,PAR:2,2025-11-12T16:17:39-06:00,40.135333,-88.23075,ILLINI South
2104,GDWNMRL:2,UNIGWN:2,PAR:2,LNCLNKLRNY:2,2025-11-12T16:17:45-06:00,40.114317,-88.223967,ILLINI North
2148,UNIGWN:6,CHCHBUSY:3,RNDBRNRD:2,150DOD:5,2025-11-12T16:17:36-06:00,40.116383,-88.22295,ORANGE East
2146,GRNGWN:8,PLAZA:3,LSE:8,PAR:2,2025-11-12T16:17:39-06:00,40.110517,-88.226483,SILVER South
2020,PLAMATS:6,PLAJOANE:3,DEPOT:1,PLAMCNLY:3,2025-11-12T16:17:42-06:00,40.137833,-88.2719,YELLOW ALT NORTH
2041,ODSS:1,ODMIDN:2,ODSS:1,IT:5,2025-11-12T16:17:33-06:00,40.090833,-88.211017,TEAL West
2436,KBYOAK:2,1STGRG:2,E14:2,LSE:8,2025-11-12T16:17:42-06:00,40.09805,-88.238817,GOLDHOPPER East
2435,WRTHLY:4,WRTCHAL:4,IT:5,E14:2,2025-11-12T16:17:42-06:00,40.111633,-88.228917,YELLOWHOPPER South
2017,LAR:1,,LNCLNKLRNY:1,PAR:2,2025-11-12T16:17:39-06:00,40.099067,-88.21945,ILLINI South
2433,RACEMN:2,VINGRN:4,PKLN:1,WASHLRMN:7,2025-11-12T16:17:45-06:00,40.11195,-88.207483,GREENHOPPER East
